Record_ID,Date,Day,Day_Name,Week_Number,Month,Month_Number,Analysis_Period,State,Platform,Official_Handle_Model,Conversation_Count,Official_Post_Count,Likes_Modelled,Comments_Modelled,Shares_Modelled,Views_Modelled,Topic,News_or_Content_Driver,Positive_Percent,Neutral_Percent,Negative_Percent,Dominant_Sentiment,Geographic_Attribution_Method,Geo_Confidence_Level,Data_Type
DC2026-00071,2026-07-01,1,Wednesday,27,July,7,July 2026,Telangana,Instagram,@indianarmy.adgpi,144,2,1575,59,28,8504,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,74.2,14.6,11.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00072,2026-07-01,1,Wednesday,27,July,7,July 2026,Telangana,Facebook,Indian Army,61,3,403,29,24,2246,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,80.2,6.3,13.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00073,2026-07-01,1,Wednesday,27,July,7,July 2026,Tripura,X (Twitter),@adgpi,135,3,639,54,44,2073,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,78.1,15.5,6.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00074,2026-07-01,1,Wednesday,27,July,7,July 2026,Tripura,Instagram,@indianarmy.adgpi,150,1,1639,54,16,6849,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,81.8,6.1,12.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00075,2026-07-01,1,Wednesday,27,July,7,July 2026,Tripura,Facebook,Indian Army,103,4,641,34,25,2438,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,74.9,13.2,11.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00076,2026-07-01,1,Wednesday,27,July,7,July 2026,Uttar Pradesh,X (Twitter),@adgpi,211,2,407,58,156,2013,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,81.6,13.1,5.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00077,2026-07-01,1,Wednesday,27,July,7,July 2026,Uttar Pradesh,Instagram,@indianarmy.adgpi,243,4,2480,187,29,14622,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,68.1,24.9,7.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00078,2026-07-01,1,Wednesday,27,July,7,July 2026,Uttar Pradesh,Facebook,Indian Army,177,5,1212,44,107,4014,Technology and Modernisation,Routine modelled public conversation around Indian Army content,75.7,19.0,5.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00079,2026-07-01,1,Wednesday,27,July,7,July 2026,Uttarakhand,X (Twitter),@adgpi,157,2,417,62,137,3641,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,77.6,14.2,8.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00080,2026-07-01,1,Wednesday,27,July,7,July 2026,Uttarakhand,Instagram,@indianarmy.adgpi,217,3,2925,98,49,13517,Technology and Modernisation,Routine modelled public conversation around Indian Army content,69.8,19.1,11.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00081,2026-07-01,1,Wednesday,27,July,7,July 2026,Uttarakhand,Facebook,Indian Army,170,3,1215,59,49,5567,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,77.4,5.7,16.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00082,2026-07-01,1,Wednesday,27,July,7,July 2026,West Bengal,X (Twitter),@adgpi,86,4,341,47,31,826,Technology and Modernisation,Routine modelled public conversation around Indian Army content,80.4,6.4,13.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00083,2026-07-01,1,Wednesday,27,July,7,July 2026,West Bengal,Instagram,@indianarmy.adgpi,115,5,1421,68,17,6216,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,63.8,31.2,5.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00084,2026-07-01,1,Wednesday,27,July,7,July 2026,West Bengal,Facebook,Indian Army,73,1,302,47,46,1468,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,78.8,13.4,7.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00085,2026-07-01,1,Wednesday,27,July,7,July 2026,Delhi,X (Twitter),@adgpi,271,1,1085,161,159,3867,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,69.4,16.9,13.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00086,2026-07-01,1,Wednesday,27,July,7,July 2026,Delhi,Instagram,@indianarmy.adgpi,328,4,3591,240,47,21088,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,58.1,25.0,16.9,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00087,2026-07-01,1,Wednesday,27,July,7,July 2026,Delhi,Facebook,Indian Army,214,4,1129,118,92,7078,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,63.6,28.9,7.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00088,2026-07-01,1,Wednesday,27,July,7,July 2026,Jammu and Kashmir,X (Twitter),@adgpi,260,3,582,68,169,4293,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,59.5,35.5,5.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00089,2026-07-01,1,Wednesday,27,July,7,July 2026,Jammu and Kashmir,Instagram,@indianarmy.adgpi,217,4,2499,112,31,12360,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,75.2,11.3,13.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00090,2026-07-01,1,Wednesday,27,July,7,July 2026,Jammu and Kashmir,Facebook,Indian Army,196,1,1237,128,113,7080,Training and Military Readiness,Routine modelled public conversation around Indian Army content,62.7,27.3,10.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00091,2026-07-01,1,Wednesday,27,July,7,July 2026,Ladakh,X (Twitter),@adgpi,208,5,887,124,85,1707,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,63.1,29.5,7.4,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00092,2026-07-01,1,Wednesday,27,July,7,July 2026,Ladakh,Instagram,@indianarmy.adgpi,192,2,2084,103,27,6940,Training and Military Readiness,Routine modelled public conversation around Indian Army content,62.6,29.3,8.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00093,2026-07-01,1,Wednesday,27,July,7,July 2026,Ladakh,Facebook,Indian Army,116,3,421,47,72,2485,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,60.3,30.9,8.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00094,2026-07-01,1,Wednesday,27,July,7,July 2026,Puducherry,X (Twitter),@adgpi,157,5,368,80,70,2382,Training and Military Readiness,Routine modelled public conversation around Indian Army content,61.3,28.7,10.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00095,2026-07-01,1,Wednesday,27,July,7,July 2026,Puducherry,Instagram,@indianarmy.adgpi,190,4,2131,136,40,11442,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,74.8,15.0,10.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00096,2026-07-01,1,Wednesday,27,July,7,July 2026,Puducherry,Facebook,Indian Army,133,3,865,43,86,2501,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,60.9,32.1,7.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00097,2026-07-01,1,Wednesday,27,July,7,July 2026,Andaman and Nicobar Islands,X (Twitter),@adgpi,153,3,557,74,108,1852,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,79.3,12.3,8.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00098,2026-07-01,1,Wednesday,27,July,7,July 2026,Andaman and Nicobar Islands,Instagram,@indianarmy.adgpi,214,5,1833,100,50,8070,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,80.0,9.9,10.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00099,2026-07-01,1,Wednesday,27,July,7,July 2026,Andaman and Nicobar Islands,Facebook,Indian Army,129,2,761,50,80,4676,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,65.2,23.8,11.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00100,2026-07-01,1,Wednesday,27,July,7,July 2026,Chandigarh,X (Twitter),@adgpi,129,4,321,86,99,2642,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,81.8,1.3,16.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00101,2026-07-01,1,Wednesday,27,July,7,July 2026,Chandigarh,Instagram,@indianarmy.adgpi,128,3,1720,58,14,8467,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,66.2,21.6,12.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00102,2026-07-01,1,Wednesday,27,July,7,July 2026,Chandigarh,Facebook,Indian Army,100,2,421,41,35,1529,Technology and Modernisation,Routine modelled public conversation around Indian Army content,60.1,23.4,16.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00103,2026-07-01,1,Wednesday,27,July,7,July 2026,Dadra and Nagar Haveli and Daman and Diu,X (Twitter),@adgpi,138,3,467,49,81,1308,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,80.4,14.5,5.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00104,2026-07-01,1,Wednesday,27,July,7,July 2026,Dadra and Nagar Haveli and Daman and Diu,Instagram,@indianarmy.adgpi,173,5,1535,121,24,10784,Technology and Modernisation,Routine modelled public conversation around Indian Army content,73.2,12.7,14.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00105,2026-07-01,1,Wednesday,27,July,7,July 2026,Dadra and Nagar Haveli and Daman and Diu,Facebook,Indian Army,109,2,489,44,25,3448,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,79.5,15.8,4.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00106,2026-07-01,1,Wednesday,27,July,7,July 2026,Lakshadweep,X (Twitter),@adgpi,117,3,433,30,83,2172,Technology and Modernisation,Routine modelled public conversation around Indian Army content,61.1,28.0,10.9,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00107,2026-07-01,1,Wednesday,27,July,7,July 2026,Lakshadweep,Instagram,@indianarmy.adgpi,110,2,1107,66,29,6249,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,79.4,15.3,5.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00108,2026-07-01,1,Wednesday,27,July,7,July 2026,Lakshadweep,Facebook,Indian Army,101,2,366,39,27,3345,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,71.6,21.5,6.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00109,2026-07-02,2,Thursday,27,July,7,July 2026,Andhra Pradesh,X (Twitter),@adgpi,83,2,403,56,58,1688,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,62.1,32.4,5.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00110,2026-07-02,2,Thursday,27,July,7,July 2026,Andhra Pradesh,Instagram,@indianarmy.adgpi,96,2,943,55,14,6922,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,60.1,26.4,13.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00111,2026-07-02,2,Thursday,27,July,7,July 2026,Andhra Pradesh,Facebook,Indian Army,66,4,264,42,36,2385,Technology and Modernisation,Routine modelled public conversation around Indian Army content,80.6,6.0,13.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00112,2026-07-02,2,Thursday,27,July,7,July 2026,Arunachal Pradesh,X (Twitter),@adgpi,195,4,551,125,127,3850,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,73.2,9.8,17.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00113,2026-07-02,2,Thursday,27,July,7,July 2026,Arunachal Pradesh,Instagram,@indianarmy.adgpi,215,5,2203,86,33,10638,Technology and Modernisation,Routine modelled public conversation around Indian Army content,81.8,3.7,14.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00114,2026-07-02,2,Thursday,27,July,7,July 2026,Arunachal Pradesh,Facebook,Indian Army,166,2,604,104,50,3468,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,78.8,12.0,9.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00115,2026-07-02,2,Thursday,27,July,7,July 2026,Assam,X (Twitter),@adgpi,195,3,594,63,150,3498,Technology and Modernisation,Routine modelled public conversation around Indian Army content,75.3,15.9,8.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00116,2026-07-02,2,Thursday,27,July,7,July 2026,Assam,Instagram,@indianarmy.adgpi,258,2,2534,148,47,12293,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,73.3,11.9,14.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-00117,2026-07-02,2,Thursday,27,July,7,July 2026,Assam,Facebook,Indian Army,149,3,892,66,86,3926,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,60.4,24.0,15.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
